Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Python36-32\classproject\locale with glob **/*.mo.
Watching dir C:\Python36-32\classproject\onlineapp\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\admin\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\auth\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\contenttypes\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\sessions\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\messages\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\staticfiles\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\debug_toolbar\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\rest_framework\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\rest_framework\authtoken\locale with glob **/*.mo.
(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
(0.016) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
(0.000) SHOW FULL TABLES; args=None
(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_CN\LC_MESSAGES\django.mo first seen with mtime 1560330159.3393922
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1560330159.3550162
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_Hant\LC_MESSAGES\django.mo first seen with mtime 1560330159.3706424
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_TW\LC_MESSAGES\django.mo first seen with mtime 1560330159.3706424
File C:\Python36-32\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1559798515.5666897
File C:\Python36-32\Lib\site-packages\debug_toolbar\templatetags\__init__.py first seen with mtime 1559870566.9326825
File C:\Python36-32\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1559798489.3503761
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1559798490.3064146
File C:\Python36-32\Lib\site-packages\django\db\backends\mysql\compiler.py first seen with mtime 1559798515.0080335
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1559798491.2984736
File C:\Python36-32\classproject\onlineapp\migrations\__init__.py first seen with mtime 1559834379.6680043
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1559798491.296476
File C:\Python36-32\Lib\site-packages\django\middleware\security.py first seen with mtime 1559798516.3413012
File C:\Python36-32\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1560330160.2652967
File C:\Python36-32\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1559798509.3928144
File C:\Python36-32\classproject\onlineapp\migrations\0003_mocktest1.py first seen with mtime 1559836130.0250163
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\__init__.py first seen with mtime 1560330158.7122958
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1559798490.3124154
File C:\Python36-32\Lib\site-packages\django\middleware\common.py first seen with mtime 1559798516.2932985
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1559798512.720671
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1559798490.3144152
File C:\Python36-32\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1559798488.5703127
File C:\Python36-32\Lib\site-packages\django\templatetags\l10n.py first seen with mtime 1559798516.507269
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1559798490.225412
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1559798488.557381
File C:\Python36-32\Lib\site-packages\MySQLdb\connections.py first seen with mtime 1559802013.3376973
File C:\Python36-32\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1559798515.1926143
File C:\Python36-32\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1559798515.170246
File C:\Python36-32\classproject\onlineapp\migrations\0002_student.py first seen with mtime 1559835714.035973
File C:\Python36-32\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1559798514.338449
File C:\Python36-32\Lib\site-packages\MySQLdb\cursors.py first seen with mtime 1559802013.3456984
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1559798490.3044162
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1559798490.3014145
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1559798488.0332813
File C:\Python36-32\classproject\onlineapp\migrations\0004_teacher.py first seen with mtime 1559836506.2191443
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1559798491.294473
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1559798490.2224114
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1559798490.2934139
File C:\Python36-32\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1559798515.235967
File C:\Python36-32\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1559798515.2260375
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1559798511.5012639
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1559798488.5473127
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1559798512.721669
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1559798511.526265
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1559798490.2964144
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1559798511.5142636
File C:\Python36-32\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1559798516.291299
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1559798488.0092807
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1559798511.5502672
File C:\Python36-32\classproject\onlineapp\migrations\0001_initial.py first seen with mtime 1559835378.2097597
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1559798488.0312822
File C:\Python36-32\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1559798516.4712405
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1559798488.5503123
File C:\Python36-32\classproject\classproject\wsgi.py first seen with mtime 1559833934.9358902
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1559798490.298416
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1559798488.560332
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1559798511.5292645
File C:\Python36-32\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1559798489.327359
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\0001_initial.py first seen with mtime 1560330158.7122958
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_static.py first seen with mtime 1559798488.5533128
File C:\Python36-32\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1559798516.5122402
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\0002_auto_20160226_1747.py first seen with mtime 1560330158.7122958
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1559798490.3094163
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1559798490.2904143
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1559798488.0132809
File C:\Python36-32\Lib\site-packages\rest_framework\templatetags\__init__.py first seen with mtime 1560330160.24967
"GET /login HTTP/1.1" 301 0
(0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
File C:\Python36-32\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1559798509.3928144
File C:\Python36-32\Lib\site-packages\django\contrib\messages\storage\base.py first seen with mtime 1559798509.408436
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\serializers.py first seen with mtime 1559798511.5192642
File C:\Python36-32\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1559798516.464218
(0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
File C:\Python36-32\Lib\site-packages\django\contrib\messages\storage\session.py first seen with mtime 1559798509.4240623
(0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2019-06-17 01:04:21.021743' AND `django_session`.`session_key` = 'nid5vgm7boxl6zk0khwii6ii2hzgabtk'); args=('2019-06-17 01:04:21.021743', 'nid5vgm7boxl6zk0khwii6ii2hzgabtk')
File C:\Python36-32\Lib\site-packages\django\contrib\messages\storage\fallback.py first seen with mtime 1559798509.4240623
File C:\Python36-32\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1559798516.4582188
File C:\Python36-32\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1559798516.4602175
(0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
File C:\Python36-32\Lib\site-packages\django\contrib\messages\storage\cookie.py first seen with mtime 1559798509.4240623
File C:\Python36-32\Lib\site-packages\django\template\context_processors.py first seen with mtime 1559798516.3756213
File C:\Python36-32\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1559798516.451038
File C:\Python36-32\Lib\site-packages\django\contrib\auth\context_processors.py first seen with mtime 1559798489.3393593
File C:\Python36-32\Lib\site-packages\django\contrib\messages\context_processors.py first seen with mtime 1559798509.3928144
"GET /login/ HTTP/1.1" 200 11101
"GET /static/debug_toolbar/css/toolbar.css HTTP/1.1" 304 0
"GET /static/debug_toolbar/css/print.css HTTP/1.1" 304 0
"GET /static/debug_toolbar/img/ajax-loader.gif HTTP/1.1" 304 0
"GET /static/debug_toolbar/js/toolbar.js HTTP/1.1" 304 0
Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "C:\Python36-32\lib\site-packages\django\core\handlers\base.py", line 100, in _get_response
    resolver_match = resolver.resolve(request.path_info)
  File "C:\Python36-32\lib\site-packages\django\urls\resolvers.py", line 566, in resolve
    raise Resolver404({'tried': tried, 'path': new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <module 'rest_framework.urls' from 'C:\\Python36-32\\lib\\site-packages\\rest_framework\\urls.py'> (rest_framework:rest_framework) '^api-auth/'>], [<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'signup/' [name='signup']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/' [name='allcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/<str:acronym>/' [name='students']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'college/addcollege/' [name='addcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/editcollege/<int:id>/' [name='editcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/deletecollege/<int:id>/' [name='deletecolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'stduents/<int:id>' [name='studentmarks']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/<str:acronym>/' [name='addstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/edit/<int:id>' [name='editstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/delete/<int:id>' [name='deletestudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'logout/' [name='logout']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/' [name='collegesapi']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/<int:cid>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api-token-auth/'>], [<URLResolver <module 'debug_toolbar.toolbar' from 'C:\\Python36-32\\lib\\site-packages\\debug_toolbar\\toolbar.py'> (djdt:djdt) '^__debug__/'>]], 'path': 'favicon.ico'}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <module 'rest_framework.urls' from 'C:\\Python36-32\\lib\\site-packages\\rest_framework\\urls.py'> (rest_framework:rest_framework) '^api-auth/'>
Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "C:\Python36-32\lib\site-packages\django\core\handlers\base.py", line 100, in _get_response
    resolver_match = resolver.resolve(request.path_info)
  File "C:\Python36-32\lib\site-packages\django\urls\resolvers.py", line 566, in resolve
    raise Resolver404({'tried': tried, 'path': new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <module 'rest_framework.urls' from 'C:\\Python36-32\\lib\\site-packages\\rest_framework\\urls.py'> (rest_framework:rest_framework) '^api-auth/'>], [<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'signup/' [name='signup']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/' [name='allcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/<str:acronym>/' [name='students']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'college/addcollege/' [name='addcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/editcollege/<int:id>/' [name='editcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/deletecollege/<int:id>/' [name='deletecolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'stduents/<int:id>' [name='studentmarks']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/<str:acronym>/' [name='addstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/edit/<int:id>' [name='editstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/delete/<int:id>' [name='deletestudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'logout/' [name='logout']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/' [name='collegesapi']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/<int:cid>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api-token-auth/'>], [<URLResolver <module 'debug_toolbar.toolbar' from 'C:\\Python36-32\\lib\\site-packages\\debug_toolbar\\toolbar.py'> (djdt:djdt) '^__debug__/'>]], 'path': 'favicon.ico'}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "C:\Python36-32\lib\site-packages\django\core\handlers\base.py", line 100, in _get_response
    resolver_match = resolver.resolve(request.path_info)
  File "C:\Python36-32\lib\site-packages\django\urls\resolvers.py", line 566, in resolve
    raise Resolver404({'tried': tried, 'path': new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <module 'rest_framework.urls' from 'C:\\Python36-32\\lib\\site-packages\\rest_framework\\urls.py'> (rest_framework:rest_framework) '^api-auth/'>], [<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'signup/' [name='signup']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/' [name='allcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/<str:acronym>/' [name='students']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'college/addcollege/' [name='addcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/editcollege/<int:id>/' [name='editcolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'colleges/deletecollege/<int:id>/' [name='deletecolleges']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'stduents/<int:id>' [name='studentmarks']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/<str:acronym>/' [name='addstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/edit/<int:id>' [name='editstudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'addstudent/delete/<int:id>' [name='deletestudent']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'logout/' [name='logout']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/' [name='collegesapi']>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api/v1/colleges/<int:pk>/student/<int:cid>/'>], [<URLResolver <module 'onlineapp.urls' from 'C:\\Python36-32\\classproject\\onlineapp\\urls.py'> (None:None) ''>, <URLPattern 'api-token-auth/'>], [<URLResolver <module 'debug_toolbar.toolbar' from 'C:\\Python36-32\\lib\\site-packages\\debug_toolbar\\toolbar.py'> (djdt:djdt) '^__debug__/'>]], 'path': 'favicon.ico'}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\template\base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "C:\Python36-32\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "C:\Python36-32\lib\site-packages\django\core\handlers\base.py", line 100, in _get_response
    resolver_match = resolver.resolve(request.path_info)
  File "C:\Python36-32\lib\site-packages\django\urls\resolvers.py", line 566, in resolve
    raise Resolver404({'tried': tried, 'path': new_path})
